C, A, 60,
C#,W, 61,
D, S, 62,
D#, E, 63,
E, D, 64,
F, F, 65,
F#, T, 66,
G, G, 67,
G#, Y, 68,
A, H, 69,
A#, U, 70,
B, J, 71,
C, K, 72,
C#, 73,
D, 74,
D#, 75,
E, 76,
F, 77,
F#, 78,
G, 79,
G#, 80,
A, 81,
A#, 82,
B, 83,
C, 84
C#, 85,
D, 86,
D#, 87,
E, 88,
F , 89,
F#, 90,
G, 91,
G#, 92,
A, 93,
A#, 94,
B, 95,
C, 96,
C#, 97,
D, 98,
D#, 99,
E, 100,
F, 101,
F#, 102,
G, 103,
G#, 104,
A, 105,
A#,106,
B, 107,
C, 108,
